state,parameter,scenario,value
0.15115623081731328,stubbornness,random,0.04
-0.3489961739478057,stubbornness,random,0.04
-0.1594798853663482,stubbornness,random,0.04
-0.24736542578016055,stubbornness,random,0.04
0.009874211165721047,stubbornness,random,0.04
-0.4633600314254171,stubbornness,random,0.05
-0.017108388065508167,stubbornness,random,0.05
0.014801281790389923,stubbornness,random,0.05
-0.3491328519573023,stubbornness,random,0.05
0.4605524188996608,stubbornness,random,0.05
-0.0793889932425592,stubbornness,random,0.05
0.4074003366939614,stubbornness,random,0.05
0.478860865895087,stubbornness,random,0.05
-0.3847932874745514,stubbornness,random,0.05
-0.02166334548548879,stubbornness,random,0.05
-0.2443941347114787,stubbornness,random,0.05
-0.6577941618549653,stubbornness,random,0.05
0.07568141500618297,stubbornness,random,0.05
-0.3761510030485637,stubbornness,random,0.05
-0.2917158328913462,stubbornness,random,0.05
0.4490778819482349,stubbornness,random,0.05
0.15046239318091645,stubbornness,random,0.05
-0.8772862240069077,stubbornness,random,0.05
-0.2051183227427188,stubbornness,random,0.05
0.374311946558488,stubbornness,random,0.05
0.10814820265662604,stubbornness,random,0.05
-0.016797713284966903,stubbornness,random,0.05
-0.3540247360401143,stubbornness,random,0.05
0.4842850069860292,stubbornness,random,0.05
0.3918989734617995,stubbornness,random,0.05
-0.3532728078004949,stubbornness,random,0.05
-0.462763317809732,stubbornness,random,0.05
-0.15336170624511786,stubbornness,random,0.05
-0.423020589094633,stubbornness,random,0.05
0.36056026620368925,stubbornness,random,0.05
0.4267574137736148,stubbornness,random,0.05
0.3857461953628134,stubbornness,random,0.05
-0.0327187107964386,stubbornness,random,0.05
0.45001743133633587,stubbornness,random,0.05
-0.12422058921395239,stubbornness,random,0.05
-0.38642405858559614,stubbornness,random,0.05
0.0858523591822521,stubbornness,random,0.05
0.6626435743355561,stubbornness,random,0.05
-0.8044985524332104,stubbornness,random,0.05
0.3806181013781844,stubbornness,random,0.05
0.42617670397228063,stubbornness,random,0.05
-0.7331411362328599,stubbornness,random,0.05
0.370604067791728,stubbornness,random,0.05
-0.22443937113950654,stubbornness,random,0.05
-0.06010572205306971,stubbornness,random,0.05
-0.28342398583762124,stubbornness,random,0.05
0.8028384911583916,stubbornness,random,0.05
-0.027568358333780393,stubbornness,random,0.05
0.289032620054874,stubbornness,random,0.05
-0.059543907598125015,stubbornness,random,0.05
-0.4581078835181799,stubbornness,random,0.05
0.3843443081709013,stubbornness,random,0.05
-0.038936130070822327,stubbornness,random,0.05
-0.4726785182135273,stubbornness,random,0.05
-0.4423646719151979,stubbornness,random,0.05
0.7362687811097581,stubbornness,random,0.05
0.7759595586086083,stubbornness,random,0.05
-0.617816376803119,stubbornness,random,0.05
-0.23295363068327415,stubbornness,random,0.05
0.6989731529280799,stubbornness,random,0.05
-0.3689464798488641,stubbornness,random,0.05
-0.024366828815504688,stubbornness,random,0.05
0.595692564168254,stubbornness,random,0.05
0.03740370317933567,stubbornness,random,0.05
-0.5000836277307832,stubbornness,random,0.05
-0.36548702224050666,stubbornness,random,0.05
0.30094108466677943,stubbornness,random,0.05
0.28175585782437473,stubbornness,random,0.05
-0.18015624564080704,stubbornness,random,0.05
-0.0704067181030568,stubbornness,random,0.05
0.18056731511826946,stubbornness,random,0.05
-0.1704001814112826,stubbornness,random,0.05
-0.06391618124384069,stubbornness,random,0.05
-0.04662102433775863,stubbornness,random,0.05
-0.21465957311606437,stubbornness,random,0.05
-0.3460383455584117,stubbornness,random,0.05
0.027283373196819838,stubbornness,random,0.05
0.19592521229739018,stubbornness,random,0.05
-0.1391875685043415,stubbornness,random,0.05
0.6497702081287559,stubbornness,random,0.05
-0.28536266076845,stubbornness,random,0.05
-0.8511744260220375,stubbornness,random,0.05
0.0680455567029278,stubbornness,random,0.05
0.14098253770076452,stubbornness,random,0.05
0.08026679239285328,stubbornness,random,0.05
-0.005655175518033866,stubbornness,random,0.05
0.1309797895291643,stubbornness,random,0.05
-0.25178477138562394,stubbornness,random,0.05
-0.2301374482888322,stubbornness,random,0.05
0.20109810440276718,stubbornness,random,0.05
-0.1734979789912023,stubbornness,random,0.05
-0.2547970880700309,stubbornness,random,0.05
-0.15088713996693695,stubbornness,random,0.05
0.3266758590229726,stubbornness,random,0.05
-0.7073960874099773,stubbornness,random,0.05
0.6134770461147395,stubbornness,random,0.05
0.17309816892036403,stubbornness,random,0.05
-0.35006721993219253,stubbornness,random,0.05
0.12442461185568246,stubbornness,random,0.05
-0.11556834353583938,stubbornness,random,0.05
-0.42908094977161104,stubbornness,random,0.060000000000000005
0.02555288905840008,stubbornness,random,0.060000000000000005
-0.17823560786094825,stubbornness,random,0.060000000000000005
-0.04103487180478178,stubbornness,random,0.060000000000000005
-0.2677588057186321,stubbornness,random,0.060000000000000005
-0.6030716017603598,stubbornness,random,0.060000000000000005
-0.35849180797191654,stubbornness,random,0.060000000000000005
-0.26445822398847346,stubbornness,random,0.060000000000000005
0.594099972259813,stubbornness,random,0.060000000000000005
0.3822877218071725,stubbornness,random,0.060000000000000005
-0.17862561452080605,stubbornness,random,0.060000000000000005
-0.5417336076329818,stubbornness,random,0.060000000000000005
0.6821942501828857,stubbornness,random,0.060000000000000005
-0.05119385040478112,stubbornness,random,0.060000000000000005
0.5245717504193672,stubbornness,random,0.060000000000000005
-0.8641658336374717,stubbornness,random,0.060000000000000005
0.00799379459703554,stubbornness,random,0.060000000000000005
0.6278122074740965,stubbornness,random,0.060000000000000005
0.012966134851547653,stubbornness,random,0.060000000000000005
0.3552403447689657,stubbornness,random,0.060000000000000005
-0.20578435281255517,stubbornness,random,0.060000000000000005
0.4528027595382222,stubbornness,random,0.060000000000000005
0.29203536519888285,stubbornness,random,0.060000000000000005
0.20984095205354628,stubbornness,random,0.060000000000000005
-0.025135673114807713,stubbornness,random,0.060000000000000005
0.02564696966332354,stubbornness,random,0.060000000000000005
-0.008320962338856526,stubbornness,random,0.060000000000000005
-0.364010186432608,stubbornness,random,0.060000000000000005
-0.6248645555694212,stubbornness,random,0.060000000000000005
0.01045949752660302,stubbornness,random,0.060000000000000005
-0.16575535063848604,stubbornness,random,0.060000000000000005
0.1735034636384591,stubbornness,random,0.060000000000000005
0.0864264048749732,stubbornness,random,0.060000000000000005
-0.7701478331758826,stubbornness,random,0.060000000000000005
-0.5370630825803522,stubbornness,random,0.060000000000000005
-0.5039480503245449,stubbornness,random,0.060000000000000005
-0.40473416665530587,stubbornness,random,0.060000000000000005
-0.1371440600392627,stubbornness,random,0.060000000000000005
0.36278620343896767,stubbornness,random,0.060000000000000005
-0.6971528604524452,stubbornness,random,0.060000000000000005
0.37204594041555394,stubbornness,random,0.060000000000000005
0.25496021514946804,stubbornness,random,0.060000000000000005
0.17552766653479934,stubbornness,random,0.060000000000000005
0.19704750783577046,stubbornness,random,0.060000000000000005
-0.05931363023994184,stubbornness,random,0.060000000000000005
-0.22098927260078405,stubbornness,random,0.060000000000000005
-0.02946781494562029,stubbornness,random,0.060000000000000005
0.7351642642406865,stubbornness,random,0.060000000000000005
0.05910672030848648,stubbornness,random,0.060000000000000005
-0.27064098462848196,stubbornness,random,0.060000000000000005
-0.01000186086595501,stubbornness,random,0.060000000000000005
-0.024071865076817436,stubbornness,random,0.060000000000000005
-0.7308640091639476,stubbornness,random,0.060000000000000005
0.13609124534230174,stubbornness,random,0.060000000000000005
0.5179516625601026,stubbornness,random,0.060000000000000005
-0.7059691945364583,stubbornness,random,0.060000000000000005
0.09456328742425693,stubbornness,random,0.060000000000000005
0.4284673103601033,stubbornness,random,0.060000000000000005
0.310432669017003,stubbornness,random,0.060000000000000005
0.4682358659807055,stubbornness,random,0.060000000000000005
-0.07611174350360138,stubbornness,random,0.060000000000000005
0.05146948144865642,stubbornness,random,0.060000000000000005
0.3354818176399642,stubbornness,random,0.060000000000000005
-0.26529320132184614,stubbornness,random,0.060000000000000005
-0.2293399521249358,stubbornness,random,0.060000000000000005
-0.47079216005944535,stubbornness,random,0.060000000000000005
-0.18156349070303604,stubbornness,random,0.060000000000000005
0.09022424266018557,stubbornness,random,0.060000000000000005
-0.393589917206089,stubbornness,random,0.060000000000000005
0.42923393670380755,stubbornness,random,0.060000000000000005
-0.15623687066170724,stubbornness,random,0.060000000000000005
-0.6856563517567726,stubbornness,random,0.060000000000000005
-0.05162152197650599,stubbornness,random,0.060000000000000005
0.6932227076934203,stubbornness,random,0.060000000000000005
0.31482006591169176,stubbornness,random,0.060000000000000005
-0.86260306604989,stubbornness,random,0.060000000000000005
-0.06892589479507542,stubbornness,random,0.060000000000000005
-0.03508015152869807,stubbornness,random,0.060000000000000005
0.058003817004142255,stubbornness,random,0.060000000000000005
0.5364004777085917,stubbornness,random,0.060000000000000005
-0.24931401449233598,stubbornness,random,0.060000000000000005
0.7458255437525505,stubbornness,random,0.060000000000000005
-0.023987572585832936,stubbornness,random,0.060000000000000005
0.6198142244192877,stubbornness,random,0.060000000000000005
-0.2272929024996085,stubbornness,random,0.060000000000000005
-0.29563072696956605,stubbornness,random,0.060000000000000005
0.17229805776172705,stubbornness,random,0.060000000000000005
-0.9183773348238561,stubbornness,random,0.060000000000000005
0.3852945431931282,stubbornness,random,0.060000000000000005
-0.26165119924480673,stubbornness,random,0.060000000000000005
-0.7424846567570299,stubbornness,random,0.060000000000000005
0.19629082032359563,stubbornness,random,0.060000000000000005
0.41117846242530454,stubbornness,random,0.060000000000000005
-0.2193548470208782,stubbornness,random,0.060000000000000005
0.5197385166657742,stubbornness,random,0.060000000000000005
-0.08380645742553489,stubbornness,random,0.060000000000000005
0.2219016525380576,stubbornness,random,0.060000000000000005
0.274671831394727,stubbornness,random,0.060000000000000005
-0.05739726131072867,stubbornness,random,0.060000000000000005
0.18479782766246391,stubbornness,random,0.060000000000000005
0.04347374436363156,stubbornness,random,0.06999999999999999
-0.15494200594755325,stubbornness,random,0.06999999999999999
0.17632966642150136,stubbornness,random,0.06999999999999999
0.08025540950219136,stubbornness,random,0.06999999999999999
-0.5194667783996693,stubbornness,random,0.06999999999999999
-0.3877321264600071,stubbornness,random,0.06999999999999999
-0.5870241794594863,stubbornness,random,0.06999999999999999
0.30364763590313465,stubbornness,random,0.06999999999999999
0.4640782941654611,stubbornness,random,0.06999999999999999
-0.3494085164295769,stubbornness,random,0.06999999999999999
0.3336404156256622,stubbornness,random,0.06999999999999999
-0.2977645529984449,stubbornness,random,0.06999999999999999
0.7015103026389296,stubbornness,random,0.06999999999999999
0.17763030493551987,stubbornness,random,0.06999999999999999
0.6564955996722385,stubbornness,random,0.06999999999999999
-0.43366372758405386,stubbornness,random,0.06999999999999999
-0.6410381219213809,stubbornness,random,0.06999999999999999
-0.5228419477580123,stubbornness,random,0.06999999999999999
-0.11570425326643125,stubbornness,random,0.06999999999999999
0.2548767643041479,stubbornness,random,0.06999999999999999
