,avgdegree,degreeSD,mindegree,maxdegree,scenario,rewiring,type
395,15.05,5.662962834556569,6.625,31.875,biased,same,cl
396,15.0625,5.651672677836447,6.625,31.75,biased,same,cl
397,15.093749999999998,5.624344262850929,6.625,31.625,biased,same,cl
398,15.131249999999998,5.6569292476823945,6.75,31.75,biased,same,cl
399,15.143749999999997,5.635014524047088,6.75,31.625,biased,same,cl
400,11.00625,5.751538771680864,1.0,29.125,bridge,diff,FB
401,11.0125,5.75951942613623,1.0,29.125,bridge,diff,FB
402,11.0125,5.76054759877084,1.0,29.125,bridge,diff,FB
403,11.024999999999999,5.758367641289185,1.0,29.125,bridge,diff,FB
404,11.024999999999999,5.758367641289185,1.0,29.125,bridge,diff,FB
405,11.0375,5.749539045995902,1.125,29.0,bridge,diff,FB
406,11.0375,5.7375538966017325,1.125,28.875,bridge,diff,FB
407,11.04375,5.744462849496271,1.125,28.875,bridge,diff,FB
408,11.049999999999999,5.7433630223778165,1.125,28.875,bridge,diff,FB
409,11.049999999999999,5.7433630223778165,1.125,28.875,bridge,diff,FB
410,11.0625,5.7468740460372425,1.125,28.875,bridge,diff,FB
411,11.0625,5.7468740460372425,1.125,28.875,bridge,diff,FB
412,11.06875,5.748780856078735,1.125,28.875,bridge,diff,FB
413,11.075,5.74760278403362,1.125,28.875,bridge,diff,FB
414,11.075,5.74760278403362,1.125,28.875,bridge,diff,FB
415,11.075,5.74760278403362,1.125,28.875,bridge,diff,FB
416,11.06875,5.740178540039835,1.125,28.875,bridge,diff,FB
417,11.075000000000001,5.726809907363035,1.125,28.75,bridge,diff,FB
418,11.08125,5.728342538452281,1.125,28.75,bridge,diff,FB
419,11.08125,5.728342538452281,1.125,28.75,bridge,diff,FB
